reviewId,rating,reviewHeadline,reviewContent,reviewDate
Huawei Honor Bee,4 stars,best at this price,according to price it's a nice phone. 4 users found this review helpful helpful?,"30 Nov 2015,"
Huawei Honor Bee,2 stars,NOT HAPPY WITH THE PRODUCT AT ALL..,Beware buyers before going to this product. Instead spend some Rs.500 more to get quality and good phone. PROS: - Nice build quality in this budget - UI is good CONS: - Worst touch. It lags much - Battery very poor. You will regret if you purchase this product - Camera not looks like 8 MP in fact 5 MP - Worst performance. Giving 2 stars for build quality and UI. Flipkart please stop those chinese products. YOU ARE LOOSING ONE VALUABLE CUSTOMER. Guys better buy from amazon their return policy is great. 101 users found this review helpful helpful?,"10 Jun 2015,"
Huawei Honor Bee,5 stars,Honor Bee Excellent budget phone under Rs5000,"Received the product today afternoon (Wednesday). Booked it on monday. Got it the same day as the launch date which is 13-May-15. As always lightning fast delivery by flipkart, kudos. The phone looks great, looks sleek and trendy.I bought the one with a white back cover (Just like my Honor Holly). The phone comes with a USB charger nothing else(no headphones). You should not expect it though given that they did not provide it for the Honor Holly either. No complaints given the price, the specs are great. 1 GB Ram is critical to run many of my everyday apps.The screen quality is excellent, displays are very sharp. The navigation is smooth, with absolutely no lag. The battery seems to be holding up pretty well (Can't comment, just got it this afternoon :) ) I got a Rs500 discount for my credit card. For a price of Rs4,500/-, this phone is a steal. Go for it! Adding more feedback. The picture quality on the primary camera is excellent given that it is a 8MP camera. The secondary camera (2MP) for selfie shots are decent too(Not fantastic, though). The battery life is decent, last for a day with normal useage (means no gaming). My aunt recently bought a micromax yureka yu for about 9K. The display of Honor Bee is distinctly superior to the micromax yureka phone. Overall very happy with the performance of the phone. I am not a gamer so, no gaming feedback! Adding more feedback: People in the reviews, generally complain about the battery, that it drains fast. Initially yes, it drains fast for the first 2-3 days (don't know why). I would suggest installing ""Battery doctor Du"" app. It has a trickle stage charging for extended battery life. Ever since, the battery is holding up pretty well. No complaints! Bottomline: Strongly recommend Honor Bee. read more ? 68 users found this review helpful helpful?","13 May 2015,"
Huawei Honor Bee,3 stars,Low battery life,The performance and look is simply good. but the battery would dried out without using the mobile. Charged the mobile at night and found that 50 % of battery already dried out in the morning. 63 users found this review helpful helpful?,"15 May 2015,"
Huawei Honor Bee,1 stars,ONE rating is more than enough totally disopponted,"dear review writers please write a genuine review ..i bought this mobile after reading reviews only CONS: 1.Battery draining faster(when i kept full charge in night it is showing 70% of charge now with out any usage ,without wifi. 2.display icons are pixalated.(you can not find clear icons) 3.Touch is slow 4.unnecessary vibrations you cant keep it in normal mode when messages arrives it always vibrates. 5.call quality is louder that your frient can hear your conversation with out speaker 6.heats up faster. PROS: 1.good camera 2.good flash 3.decent audio output(music). 4.Nice ui(EMUI) 54 users found this review helpful helpful?","19 May 2015,"
Intex Aqua Y2 IPS,1 stars,Intex Aqua Y2 IPS,Intex Aqua Y2 IPS worst mobile and intex have worst service centers in a.p and also battery backup is very very bad Pros nothing Cons everything 0 users found this review helpful helpful?,"24 Jan 2016,"
Intex Aqua Y2 IPS,5 stars,Good Product and Good Service,Sellor is great fast deliver product with good condition...mobile is ok condition recive good product cheap price here i compare market rate this is cheap price ... 2 users found this review helpful helpful?,"05 Apr 2015,"
Intex Aqua Y2 IPS,5 stars,good one in low range,"nice one for lower price and more feature and display quality is good. hardware is very good, touch is very good 1 users found this review helpful helpful?","26 May 2015,"
Intex Aqua Y2 IPS,5 stars,Good product,Overall a nice phone to own at this price range. Certainly good for people like me who change their phone almost every year for higher specs. 1 users found this review helpful helpful?,"25 Mar 2015,"
Intex Aqua Y2 IPS,No rating,good..but very bad,it is very worst mobile in the world....while using net..network not working anytime...battery backup...is..very-very.poor than other handsets....i dont know why i m use this...i want to sell that piece.. 0 users found this review helpful helpful?,"02 Mar 2016,"
HTC One E9 Plus,5 stars,HTC One E9,"This is VERY VERY AWESOME Mobile. Camera Rear 20 MP, Front 13 MP VERY EXELLENT. Memory internal 32 GB Expandable 2TB or 2048 GB (not 128gb) is Outstanding. Ram 3 GB Processor 2.0 Octacore is No Lags, VERY VERY GOOD. Display 5.5"" Quad HD 1440*2560 Pixels 534 PPI is Outstanding. Battery is good for 1day full use. Pros All are VERY VERY OUTSTANDING. Any Other Brands NOT available in this price range with this features. Cons NO Cons 18 users found this review helpful helpful?","03 Jul 2015,"
HTC One E9 Plus,1 stars,display and touch not working,"Waste brand not at all service centers are also not good dont buy htc and dont be in trouble for my friends better to buy other brand like samsung,sony....iam giving 1 star rate for submiting comment, otherwise.._0 2 users found this review helpful helpful?","08 Feb 2016,"
HTC One E9 Plus,1 stars,display and touch not working,"Waste brand not at all service centers are also not good dont buy htc and dont be in trouble for my friends better to buy other brand like samsung,sony.... 0 users found this review helpful helpful?","08 Feb 2016,"
HTC One E9 Plus,1 stars,"Flipkart Late delivery , Received defective Mobile for HTC E9 Plus Rs. 35000","I have purchased a New HTC E9+ Plus Mobile from Flipkart .com of Rs.34, 999/- on 22-06-2015 Firstly i have paid extra for their express next day delivery. but i have received the mobile after 2 days. When i have asked to return to refund my extra monEy, they ""DENIED"". After receiving the mobile, the mobile charger was found not working - DEFECTIVE. I went to HTC service as per Suggested by Flipkart Customer care person 2 times. But HTC service center has DENIED to take the mobile as it was purchased from FLIPKART & NOT FROM A DEALER. When i have highlighted the Issue with FLIPKART customer care person on the same day (11-07-2015) they told me that i will resolve the issue by 15-07-2015. On 13-07-2015, i received a call from FLIPKART executive stating that FLIPKART WILL TAKE BACK THE MOBILE WITH IN 3 DAY & REFUND ME THE MONEY AFTER 8 WORKING DAYS IN MY ACCOUNT. . I HAVE ALREADY PAID HUGE AMOUNT ON TEMPERED GLASS & BACK COVER FOR THE MOBILE. ALSO IT IS A BIG HARASSMENT FOR ME AFTER BUYING SUCH PREMIUM PHONE. I AM FACING A BIG HARASSMENT FOR LAST 20 DAYS & UNABLE TO USE TO PROPERLY FOR WHICH I HAVE PAID A HUGE AMOUNT. HIGHLY RECOMMENCED NOT TO PURCHASE FROM FLIPKART. 49 users found this review helpful helpful?","13 Jul 2015,"
HTC One E9 Plus,5 stars,HTC One E9 will beat even the higher budget phones on features and performance,"This review is after 4 days use of the device. First of all the outer look will beat any phone in the market, sleek, appropriately combined with colors (Gold Sepia looks the best). Display is very vibrant and everything appears real in the screen. Second comes the Camera. No doubt a 20 MP camera does all the wonders required on daily life. Even there are certain modes which are available on DSLR cameras only. Third comes the battery. 2800 MAH battery is enough for full day use even if you are a hardcore mobile user. Here are my own examples- Day 1:- Received in the evening a 5 PM and when opened, the battery was 58 %. I switched on the phone, configured it with Wi-Fi and used continuously up to 10 PM via Wi-Fi only downloading the apps, doing personalization and transferring all the things from old phone and the battery left at 10 PM was 21 %. Day-2:- Fully charged previous night and the battery remaining in the morning was 89 % then I started the day again at 8 AM with the same curiosity things on a new phone and kept 3G on permanently for whole day and using Whatsapp, Facebook, net surfing and at the end of the day at 5 PM, the battery remaining was 39% which lasted for whole night and needed charging in the morning. Day-3:- started with 100 % battery at 7 AM and installed about 100 apps and configured all of them, watched videos, taken pictures, whatsapp was permanently on and 3G was also permanently on. Made my own themes and did various things not allowing the screen to be off even for a second i.e. used it continuously for 5 hours doing all the things and screen was kept open for 5 hours continuously without a blink of screen. Any other phone would have begged for charging and would have heated up to boiling point but this one left with 27 % battery and cool like was kept in AC. All these things were apart from the calls I received and dialed which is average 40 calls before noon and 40 after noon. P.S. :- If you switch off data connection, you ll wonder from where it s operating i.e. battery is almost not at all used. I don t think anyone would require more rigorous use of phone than this. So you can be sure of battery lasting the day long irrespective of your field. The features don t need to be told as are already mentioned. Yes corrections are as below- 1. It s a dual SIM phone not a single SIM 2. SD card support is up to 2 TB and not only 128 GB 3. The weight of the phone is 135 gm and not 150 gm All these features are not available even on high budget phones up to 55 K so you should grab it for sure. Cons:- 1. The phone is large in size and its because the bezel is much more. The size can be reduced by almost an Inch if HTC would have designed it precisely. 2. User Interface is not as much appealing as is in Samsung premium phones and LG premium phones. I was using LG G2 and I will still declare it a winner over E9+ on inner appearance of the phone. 3. HTC is giving a charger with 1 AMP adapter which will require about 2 and half hours to charge the phone to full. They should have given at least 2 AMP so that charging time could have been reduced to half. Overall it s a treat on 35 K. You won t get such features in this budget and that too from a renowned company like HTC. So don t think, just go for it. read more ? 30 users found this review helpful helpful?","23 Jun 2015,"
Rio Mobile Paris,5 stars,Awesome Rio,"Guys If you need a budget phone under 3k, go ahead with this one. Only cons is camera! It gives us 2.5GB User Internal space, which is good enough. 1 users found this review helpful helpful?","10 Dec 2015,"
Rio Mobile Paris,5 stars,boom,In this price range(2500) u get a beast of basic android smartphone which can satisfy all your needs. 0 users found this review helpful helpful?,"17 Dec 2015,"
Rio Mobile Paris,4 stars,very good product at low price,Product is better than my expectations. But better goes low in some time. Thanx snapdeal and Javas for temper proof packaging and delivering this beautiful product 0 users found this review helpful helpful?,"14 Dec 2015,"
Rio Mobile Paris,3 stars,not bad,good looking mobile. but camera was very bad and also bettry backup is low Little bit slow in process 0 users found this review helpful helpful?,"10 Dec 2015,"
Rio Mobile Paris,5 stars,i love it.....and it is amazing,This mobile phone iam very love it.....the production are the best quality....super safe screen and the mostly i love it...... 0 users found this review helpful helpful?,"27 Nov 2015,"
Rio Mobile London,4 stars,Decent device for the price.,For the price this was an acceptable device. It doesn't have enough memory in it for my liking but I don't expect the world for Rs. 3000. I use it for Skype and the front facing camera is acceptable... nothing more. The device is easy to use and comes with basic Android on it. 5 users found this review helpful helpful?,"29 Feb 2016,"
Rio Mobile London,5 stars,it is a good phone for the low price and the only problem ...,it is a good phone for the low price and the only problem in the phone is flash and battery . the camera good in taking photo in morning time and bad in night because of low light in flash and battery standby time is 3-4 days and on heavy usage only it lasts for 6 hrs. would this review helpful 5 users found this review helpful helpful?,"13 Jun 2015,"
Rio Mobile London,4 stars,very good cell phone,very nice phone cheep & best Display 4.00-inch Processor 1.3GHz Front Camera 2-megapixel Resolution 480x800 pixels RAM 512MB OS Android 4.4.2 Storage 4GB Rear Camera 5-megapixel Battery capacity 1500mAh 2 users found this review helpful helpful?,"18 Jul 2015,"
Rio Mobile London,5 stars,Very Good Specs for the price.,Great Phone and great price. 2 users found this review helpful helpful?,"29 Jun 2015,"
Rio Mobile London,5 stars,Value for money riolondon,"Except camera, phone performance is good I brought the phone initially concerned if the brand is good or not, but after reciving the phone i was satisfied with the build quwality 1 users found this review helpful helpful?","25 Feb 2016,"
ZTE Nubia Z9 Mini,4 stars,nubia z9 mini,"Sharp images, nice colours, good price but heating problem 0 users found this review helpful helpful?","23 Feb 2016,"
ZTE Nubia Z9 Mini,5 stars,zte z9 mini,Good phone good camera hood touch With snapdragons 615 it is also good 0 users found this review helpful helpful?,"21 Feb 2016,"
ZTE Nubia Z9 Mini,5 stars,Sandeep,Good phone super good quality camera good battery backup good design 0 users found this review helpful helpful?,"30 Jan 2016,"
ZTE Nubia Z9 Mini,1 stars,bad sale after service,"I have purchased in last october, now minor crack showing in touch screen digitizer panel and touch not work properly but lcd sceen working great .Service center tell me that I will have to replace whole screen panel which cost around 10000 Rs because they dont have touch digitizer which cost approx 2000. 150 users found this review helpful helpful?","04 May 2016,"
ZTE Nubia Z9 Mini,5 stars,Camera is the personality of this phone,"Camera features: 9/10(view the pics: flower pic with flash(5.3 mb) in mobile at total darkness and green pic at good light(almost 9.5 mb pic(great details))). Stop thinking about front cam: its definitely awesome XD Design: Fabulous:Awesome: I love it: Totally different with the red DOT button. Features: Decent for Everyday Use. Gaming: Lighter the better(Clash of Clans plays and looks awesome with 441 ppi) Sound: DTS delivers well. I totally loved it. (But price should be cut to 14k minimum atleast in 2016, since its a 2015 model). 150 users found this review helpful helpful?","20 Apr 2016,"
Celkon Millennia Q450,4 stars,Good Product,The Product is good and it meets my expectations. 0 users found this review helpful helpful?,"14 Mar 2016,"
Celkon Millennia Q450,5 stars,Akbar,Its awesome mobile which one is I purches... This is best.. 0 users found this review helpful helpful?,"09 Nov 2015,"
Celkon Millennia Q450,4 stars,low price with a superb mobile,mobile is soooo gud with a low price and the apps are very gud working 0 users found this review helpful helpful?,"09 Oct 2015,"
Celkon Millennia Q450,4 stars,Nice phone,This is a good & affordable sell phone with useful feature This product is for these people who find a limited budget Smart phone. 0 users found this review helpful helpful?,"26 Aug 2015,"
Lava Iris 444,1 stars,I Am not Happy,"Contact List not Shows properly,, You cant call anytime from your contact list,,, Dont Waste Your Mony... 0 users found this review helpful helpful?","24 Aug 2015,"
Lava Iris 444,4 stars,Its affordable..Go for this,Lava Iris 444 is for those who don t want to spend too much money on a phone but still want all the fun of Android. It has 8MP rear camera and 2 MP front cameras that takes pretty good pictures. It has also extendable memory so now you don t have to worry about the storage as well. It s a must buy for those looking for those who are budget conscious. 0 users found this review helpful helpful?,"19 May 2015,"
Lava KKT Alpha,4 stars,Four Stars,user friendly and economical 1 users found this review helpful helpful?,"07 Apr 2016,"
Lava KKT Alpha,3 stars,four Stars,Must I agree four mobile shopping to this app standard bettary backup 1 users found this review helpful helpful?,"01 Oct 2015,"
Lava KKT Alpha,1 stars,waste,Not good 0 users found this review helpful helpful?,"22 Jan 2016,"
Lava KKT Alpha,5 stars,Five Stars,It is a nice product. Everything up to my expectations. Long battery. Good sound quality in earphones. 0 users found this review helpful helpful?,"06 Jan 2016,"
Lava KKT Alpha,5 stars,Five Stars,"Good Battery life, budget mobile price 0 users found this review helpful helpful?","30 Dec 2015,"
Lenovo K3 Note,4 stars,Just Got This Phone Yesterday,"Hi, i ordered this phone from alibaba dot com on the 22nd of april 2015. the price is not so cheap actually. after paying the customs charges, it cost me around I.N.R. 14500. overall it is a good phone. i would still suggest everyone to wait till the phone is launched in india and not to order it from china as most of the sellers on alibaba dot com are fraud. Moreover you will also face difficulty translating chinese into english. Pros The processor works fine. Battery is decent. touch is good. i have bought 2 phones, 1 yellow and 1 white. white one is more beautiful. the phone is sleek and looks good. Cons Camera quality is not as good as a 13 mp camera. if you zoom in the pic, you will realize it yourself. the sound from the speaker is very low, so if you want to listen to music, you need earphones or headphones (which is not there in the accessories). the 322 users found this review helpful helpful?","20 May 2015,"
Lenovo K3 Note,5 stars,AWESOME,I LOVE IT Pros EXCELLENT Cons I THNK CORNING GORILLA GLASS SHOULD BE THERE 97 users found this review helpful helpful?,"15 Apr 2015,"
Lenovo K3 Note,4 stars,Very Good phone except color & inconsistent camera,"Lenovo could have released it with 5"" size and also with black/grey color. Pros High features Cons Colour and sometimes camera inconsistent in far images 67 users found this review helpful helpful?","19 Jun 2015,"
Lenovo K3 Note,5 stars,surprise gift,"still i do not bought this phone because it is not release in india iam waiting for purchase this phone. Pros i love the feature of this phone, all latest and present high end specification having with reasonable price, so iam waiting for tech hungry. Cons it is having only two colurs white and yellow. i want gold or black 62 users found this review helpful helpful?","22 Apr 2015,"
Lenovo K3 Note,5 stars,Very Good,"I am waiting for this Mobile Pros feauture,camera Cons Colour, design, absent in gorilla class 57 users found this review helpful helpful?","04 May 2015,"
Huawei Ascend P8,5 stars,V good,Good one 0 users found this review helpful helpful?,"04 Dec 2015,"
Huawei Ascend P8,5 stars,well perfomance,Nice display & good performance 0 users found this review helpful helpful?,"02 Dec 2015,"
Huawei Ascend P8,4 stars,MetalIc Body With StunnIng design.....only price that matters.....rest FULLLIKE,"This is my final searc that ens with ""HUAWEI ASCEND P8"" 1...... GOLD & SILVER METALIC BODY 2....... STUNNING DESIGN 3........ GREAT PROCESSOR THIS SMARTPHONE HAS BEEN MADE FOR ALL those who looking for creative n innovative point of view....... Pros NOT USED YET Cons NOT USED YET 0 users found this review helpful helpful?","21 Jul 2015,"
Salora KT18,5 stars,Five Stars,Good 1 users found this review helpful helpful?,"29 Sep 2015,"
Salora KT18,1 stars,magzine received instead of mobile,i have received magazine instead of mobiles please refund my money 1 users found this review helpful helpful?,"08 Aug 2015,"
Salora KT18,5 stars,Five Stars,Good 0 users found this review helpful helpful?,"01 Jan 2016,"
Salora KT18,1 stars,I want to a replacement.,it dose not support several sim cards. I want to a replacement. 0 users found this review helpful helpful?,"23 Dec 2015,"
Salora KT18,2 stars,like price like quality,Very bad. Call quality noisy. Battery 3000 mah but performance like 1000 mah. Nothing good expect device size. Not worthy to buy. 0 users found this review helpful helpful?,"29 Nov 2015,"
Kenxinda Shine 2001,1 stars,naga,very very poor phone very slow phone and also memory low. do not purchase any one frnds your money is weast 0 users found this review helpful helpful?,"30 Apr 2016,"
Kenxinda Shine 2001,5 stars,Good phone,"Battery maybe an issue for some, but the phone is undoubtedly good. Ideal for our purposes and will recommend to anyone looking for a cheap Android phone. 0 users found this review helpful helpful?","25 Apr 2016,"
Kenxinda Shine 2001,4 stars,good phone,good phone......good battery and good touch..only problem is internal memory is low otherwise good deal in low cost 0 users found this review helpful helpful?,"27 Dec 2015,"
Kenxinda Shine 2001,1 stars,IS IT HAVE 3G,IS IT HAVE 3G NET WORK PLEASE TELL ME ABOVE PLEASE SEND USERS OPINION ALSO IN THE SPECIFICATION IT IS NOT GIVEN PLEASE REPLY ME SOON 0 users found this review helpful helpful?,"25 Dec 2015,"
Kenxinda Shine 2001,4 stars,Sida,This product is good but not 3g phone this is 2g and feture write 3g mobile other future is good in this price 0 users found this review helpful helpful?,"27 Nov 2015,"
Salora KC12,5 stars,Five Stars,99/- Awesome Price 29 users found this review helpful helpful?,"06 May 2015,"
Salora KC12,3 stars,Three Stars,Ohhh yes..i m lucky to got this phone in just 99/- 15 users found this review helpful helpful?,"06 May 2015,"
Salora KC12,1 stars,Its displays like Waiting list,"The offer was fake, the offer starts @ 8.57 am today .. I click on this offer @ 8.57 only .. Its displays like Waiting list 15 users found this review helpful helpful?","06 May 2015,"
Salora KC12,1 stars,WHEN IT CAME BACK @99RS?,its showing 2 min left after that in second shows that the 20% has claimed the phone.its trick to attract customer.btw when it came back again for 99? 7 users found this review helpful helpful?,"06 May 2015,"
Salora KC12,1 stars,One Star,Made for everyone Bakwash 7 users found this review helpful helpful?,"06 May 2015,"
BQ E1,5 stars,nice moile,Nice mobile small and good thank u delivery also fast thank s flipcort 0 users found this review helpful helpful?,"10 Dec 2015,"
BQ E1,5 stars,Perfect,Its a very good mobile with maximum future to pepole who cannot afford much to sepnd on anroid mobiles... 0 users found this review helpful helpful?,"01 Nov 2015,"
BQ E1,5 stars,NICE & Beautiful,Nice phone... But low memorY 30mb. Battery backup is Good. Nice IPS clear display . 0 users found this review helpful helpful?,"26 Oct 2015,"
BQ E1,3 stars,Nice phone,"Nice phone... But low memory... Those who want only Skype, WhatsApp and Imo, can buy this... One more thing there is lag of service center is to be noted... 0 users found this review helpful helpful?","09 Sep 2015,"
BQ E1,2 stars,MOBILE REGARDS,THE HUNDSET NOT VERY GOOD. I HAVE SOME PROBLEM HANDSET AFTER REPLECEMENT 0 users found this review helpful helpful?,"31 Aug 2015,"
BQ E2,4 stars,Bq prepared this model for me,I am very satisfied after purchase this model . it is very fine suitable for me.Thank you Snapdeal for communicate for getting this. 0 users found this review helpful helpful?,"23 Oct 2015,"
BQ E2,3 stars,BQ E2 smartphone,"Good display.Rear camera is good but speaker is not so good.Earphone is good quality. With this range, I recommend this smart phone. 0 users found this review helpful helpful?","27 Aug 2015,"
BQ E2,4 stars,A Really Good Smartphone for this price!,"I am happy with the speed & thoughtful features provided like the free leather flipcase, wifi & usb tethering, etc.. Also a lot of new smartphones do not show call duration but this phone does. The 512MB RAM at this price does help in speedy processing. Speakers are average but the headphones is of a real good quality. The front camera is poor but the back camera is awesome, however, the flash is not all that bright...but for this range, I am pretty satisfied with this phone. 0 users found this review helpful helpful?","17 Apr 2015,"
Microsoft Lumia 430 Dual SIM,5 stars,great phone,"Purchased Lumia 430 a week ago at Reliance Digital, Kamananahalli, Bangalore ! ( not that i dont trust Amazon service ) , At this price this phone is a super deal, here are the Pros and Cons : Pros : 1) Looks good in hand 2) The plastic back case is not at all cheap , looks and feels pretty decent 3) Screen Clearity is good ( way better than karbon or micromaxx phones at this price range ) 4) 1GB Ram really does the job , phones operates smooth absolutely no lag whatso ever & 8GB of memory 5) Touch is very much responsive 6) Battery back up seems good ( should last one day ) 7) Tried Subway surfer, temple run2 , candy crush , Hill climb and 3D chess (absolutely no lag at all ) 8) Amazing call voice clearity at both ends ! Cons : I would not be writing any points here considering the price range , but yes there are flaws which i noticed 1) no flash 2) camera picture quality is just Ok in daylight , but a big no no in the night , goes same with the front camera ( but you should still be able to make skype calls ) 3) not a con but yes keep those micro sims ready if you currently have a normal sized sim card 4) thinking hard to figure out more points , sadly not able to ... Bottom line : At this price of 5k from a good and trusted brand like Nokia/Microsoft this product which can accomodate all the vital apps like whatsapp, viber, true caller, skype (simply download them all from windows store) etc etc what more do you need !!! Just go for it if you are on a limited budget or wanna gift it to your mom, younger sis/bro in college ( you know what i mean ;) read more ? 30 users found this review helpful helpful?","04 Jun 2015,"
Microsoft Lumia 430 Dual SIM,4 stars,Decent for the price tag,"This is, as of now, the cheapest Lumia Phone to hit the market. Yes a few sacrifices have to be made to make it just about Rs 5150. But that doesn't mean poor quality. Or bad functioning. In fact this phone's specifications are pretty much better than what we're used to. It is a 4 inch phone with an agreeably sharp resolution of 800 480. Sharp because it is on a 4 inch. Sadly the display enhancement technologies like ClearBlack are not available. Ambient Light and Proximity Sensors have been included meaning Auto Brightness will work here. The phone has a storage capacity of 8GB which is expandable to 128GB with an external SD card. The processor is a Qualcomm Snapdragon 200 SoC, with dual 1.2 GHz Cortex A7 cores. This is good since Windows Phone OS is good with low end devices in terms of speed unlike on Android. One will be able to access the whole Windows Store of Applications as this phone has 1GB RAM. The main camera sadly is just 2MP while the front camera 0.3MP. This are the major drawbacks of this phone. A 5MP camera would be better Microsoft. The phone comes with a 1500mAh battery which is also too low for most users nowadays. Opinion : Is this a good phone? Yes. Would I buy it if I wanted a low end Windows Phone? No. Why? Because there is the Lumia 535 which beats this phone in everything and I'll only have to add a few thousands. But if one can't afford the Lumia 535, then this is the one to go with. read more ? 23 users found this review helpful helpful?","20 May 2015,"
Microsoft Lumia 430 Dual SIM,5 stars,Five Stars,its good one with all features in 5k range. 14 users found this review helpful helpful?,"06 May 2016,"
Microsoft Lumia 430 Dual SIM,5 stars,Five Stars,The product was received quickly and original. 14 users found this review helpful helpful?,"13 Apr 2016,"
Microsoft Lumia 430 Dual SIM,5 stars,Nice Product!!!!.Worth Every Single Penny,"A nice phone under 5000,a good choice for students who can't afford much.Nice smooth interface,didn't see a lag till now.Good specification for the amount paid.Okay about the camera.Overall a nice windows experience to start with,Go for it!!!!!. 12 users found this review helpful helpful?","11 May 2015,"
Micromax X072,5 stars,Good Phone,Phone is good 2 users found this review helpful helpful?,"02 May 2016,"
Micromax X072,3 stars,Three Stars,Nice phone but headset gives low quality sound 2 users found this review helpful helpful?,"13 Apr 2016,"
Micromax X072,3 stars,Three Stars,Gud i liked dat... 2 users found this review helpful helpful?,"29 Mar 2016,"
Micromax X072,3 stars,Three Stars,Good product and good features. 1 users found this review helpful helpful?,"05 May 2016,"
Micromax X072,5 stars,Five Stars,Really nice phone in low cost. 1 users found this review helpful helpful?,"26 Apr 2016,"
Micromax Canvas Juice 2 AQ5001,5 stars,phadu mobile,"best is batery back up, camera, 2gb ram and display with gorilla glass3 protection also metalic body in this price 8600 in present day in bihar.go get my all frnd. Pros everything is best Cons 8 gb internal 28 users found this review helpful helpful?","07 Apr 2015,"
Micromax Canvas Juice 2 AQ5001,5 stars,otg supportpendrive via otg cable its great,"first phone from mmx,paisa vasool .no hanging,loli pop.2gb ram .good quality Pros usb otg. gorila glass, easy handle Cons not found 16 users found this review helpful helpful?","02 May 2015,"
Micromax Canvas Juice 2 AQ5001,5 stars,jhakash mobile in such a low price,"2 gb ram, best camera, best in class & performance Pros good deal to buy Cons tension free 7 users found this review helpful helpful?","14 Jun 2015,"
Micromax Canvas Juice 2 AQ5001,1 stars,Juice2 is worst too,"PetroMax is much more better than MicroMax because Petromax burn itself and gives light but MicroMax Burns your pocket and lights its pocket. Micromax mobiles are worst. worst with in 3 months board problem.at service center I saw lots lots of people are worried why we purchased micromax mobiles People before purchase go to service center to know reality of micromax mobil Pros Every thing is worst,frequently hanging,Sales tracker app sucks your currency, Finally big problem it does not work,Service center Ready made answer is Board problem it takes 30 days to repair. People should not think of MicroMax. Cons Poor Quality,Worst Quality of App,Your R&D people do not have Brain to test the App like Sales Tracker Service which gives lots of trouble like hanging set Totally MicroMax is better to manufacture Mobile Toys for children. 6 users found this review helpful helpful?","12 Jul 2015,"
Micromax Canvas Juice 2 AQ5001,No rating,Heating fast,When u multitasking it heated 2 users found this review helpful helpful?,"09 Feb 2016,"
Datawind PocketSurfer 2G4,3 stars,Ok,I bought this phone mainly for the description that said its battery has 1800mah capacity. But on buying I found the package contains only a 900mah battery. This is a basic android mobile and would be useful if you are looking for a feature phone with a touchscreen interface. 2 users found this review helpful helpful?,"24 May 2015,"
Datawind PocketSurfer 2G4,3 stars,Cheap phones,Phone turns on/ off automatically. Initiated a return request. Other than that the phone is good. And you cant use 1 yr free internet with the inbuilt ubisurfer because it is worst than a wap browser. 1 users found this review helpful helpful?,"26 May 2015,"
Datawind PocketSurfer 2G4,1 stars,Dont Buy,It gets hot and the screen is too fragile. 0 users found this review helpful helpful?,"05 Dec 2015,"
Datawind PocketSurfer 2G4,1 stars,One Star,You told 1500ma battery and actually only 900mah what this cheater 0 users found this review helpful helpful?,"12 Oct 2015,"
Datawind PocketSurfer 2G4,5 stars,Five Stars,THE BEST PHONE EVER 0 users found this review helpful helpful?,"11 Oct 2015,"
Datawind PocketSurfer 3G4,1 stars,worst mobile.,sariyana mokka set pa .....worst mobile......soo guys d'nt buy tat mble plssssss..........idhula relaince tye up vera apa solavavenum ......cnfrm dappa mobile dha 1 users found this review helpful helpful?,"04 Aug 2015,"
Datawind PocketSurfer 3G4,1 stars,Don't waste your money,"Totally Waste of money, poor voice quality, poor camera, and also phone getting slow, Too much hanging and lagging. 1 users found this review helpful helpful?","28 Jun 2015,"
Datawind PocketSurfer 3G4,1 stars,It was good till there was net balance,"It was good till there was net balance, after that no free surfing as advertised. Hence reliance is unreliable. Pocket Surfer is simply lying with no use. 1 users found this review helpful helpful?","10 Jun 2015,"
Datawind PocketSurfer 3G4,1 stars,not at all smart. Camera poor too,"Not at all fast.no playstore,no google app nothing is there. On downloading 2 or3 apps and it repeatedly shows low storage and you have to remove those apps.not at all smart. Camera poor too 1 users found this review helpful helpful?","07 Jun 2015,"
Datawind PocketSurfer 3G4,5 stars,confused,Aacha toh laga magar pta nhi ye hai kya phone k naam pe dabba aur dhabba only packet is good 0 users found this review helpful helpful?,"31 Oct 2015,"
Intex Grand EON,1 stars,Review for Intex Grnad EON,As per Intex website white list call feature is present with this model;This is main feature for buying this model.But When I received found that there is no white call list feature. Initially I requested return This request rejected by customer care ;after communicating with cs@flipkart the flipkart initiated the return and refund . 0 users found this review helpful helpful?,"06 Dec 2015,"
XOLO Q1001,3 stars,My New Mobile,"A good product in aggressive prize range, its ram is relatively lower side but still it is smart enough.Picture and sound quality is satisfactory, overall worthy product to recommend. 0 users found this review helpful helpful?","31 May 2015,"
XOLO LT2000 4G,No rating,Review Title,Don't buy itz wastage of money 1 users found this review helpful helpful?,"02 Dec 2015,"
XOLO LT2000 4G,4 stars,Four Stars,Its good in new ph. 4 users found this review helpful helpful?,"24 Mar 2015,"
XOLO LT2000 4G,5 stars,Have been using it for a year now works great large screen is most amazing feature and so is ...,Have been using it for a year now works great large screen is most amazing feature and so is its long battery. 3 users found this review helpful helpful?,"16 Apr 2016,"
XOLO LT2000 4G,2 stars,The phone on paper was awesome. but in real that is not working as ...,The phone on paper was awesome. but in real that is not working as described. there are too much bugs. in short don't buy this. 3 users found this review helpful helpful?,"02 Mar 2016,"
